cellID	cellType	SubjectName	clusterID
cell_1078	cluster.2	Mix_8	cluster.2
cell_1079	cluster.2	Mix_9	cluster.2
cell_1080	cluster.2	Mix_10	cluster.2
cell_1081	cluster.2	Mix_1	cluster.2
cell_1082	cluster.2	Mix_2	cluster.2
cell_1083	cluster.2	Mix_3	cluster.2
cell_1084	cluster.2	Mix_4	cluster.2
cell_1085	cluster.2	Mix_5	cluster.2
cell_1086	cluster.2	Mix_6	cluster.2
cell_1087	cluster.2	Mix_7	cluster.2
cell_1088	cluster.2	Mix_8	cluster.2
cell_1089	cluster.2	Mix_9	cluster.2
cell_1090	cluster.2	Mix_10	cluster.2
cell_1091	cluster.2	Mix_1	cluster.2
cell_1092	cluster.2	Mix_2	cluster.2
cell_1093	cluster.2	Mix_3	cluster.2
cell_1094	cluster.2	Mix_4	cluster.2
cell_1095	cluster.2	Mix_5	cluster.2
cell_1096	cluster.2	Mix_6	cluster.2
cell_1097	cluster.2	Mix_7	cluster.2
cell_1098	cluster.2	Mix_8	cluster.2
cell_1099	cluster.2	Mix_9	cluster.2
cell_1100	cluster.2	Mix_10	cluster.2
cell_1101	cluster.2	Mix_1	cluster.2
cell_1102	cluster.2	Mix_2	cluster.2
cell_1103	cluster.2	Mix_3	cluster.2
cell_1104	cluster.2	Mix_4	cluster.2
cell_1105	cluster.2	Mix_5	cluster.2
cell_1106	cluster.2	Mix_6	cluster.2
cell_1107	cluster.2	Mix_7	cluster.2
cell_1108	cluster.2	Mix_8	cluster.2
cell_1109	cluster.2	Mix_9	cluster.2
cell_1110	cluster.2	Mix_10	cluster.2
cell_1111	cluster.2	Mix_1	cluster.2
cell_1112	cluster.2	Mix_2	cluster.2
cell_1113	cluster.2	Mix_3	cluster.2
cell_1114	cluster.2	Mix_4	cluster.2
cell_1115	cluster.2	Mix_5	cluster.2
cell_1116	cluster.2	Mix_6	cluster.2
cell_1117	cluster.2	Mix_7	cluster.2
cell_1118	cluster.2	Mix_8	cluster.2
cell_1119	cluster.2	Mix_9	cluster.2
cell_1120	cluster.2	Mix_10	cluster.2
cell_1121	cluster.2	Mix_1	cluster.2
cell_1122	cluster.2	Mix_2	cluster.2
cell_1123	cluster.2	Mix_3	cluster.2
cell_1124	cluster.2	Mix_4	cluster.2
cell_1125	cluster.2	Mix_5	cluster.2
cell_1126	cluster.2	Mix_6	cluster.2
cell_1127	cluster.2	Mix_7	cluster.2
cell_1128	cluster.2	Mix_8	cluster.2
cell_1129	cluster.2	Mix_9	cluster.2
cell_1130	cluster.2	Mix_10	cluster.2
cell_1131	cluster.2	Mix_1	cluster.2
cell_1132	cluster.2	Mix_2	cluster.2
cell_1133	cluster.2	Mix_3	cluster.2
cell_1134	cluster.2	Mix_4	cluster.2
cell_1135	cluster.2	Mix_5	cluster.2
cell_1136	cluster.2	Mix_6	cluster.2
cell_1137	cluster.2	Mix_7	cluster.2
cell_1138	cluster.2	Mix_8	cluster.2
cell_1139	cluster.2	Mix_9	cluster.2
cell_1140	cluster.2	Mix_10	cluster.2
cell_1141	cluster.2	Mix_1	cluster.2
cell_1142	cluster.2	Mix_2	cluster.2
cell_1143	cluster.2	Mix_3	cluster.2
cell_1144	cluster.2	Mix_4	cluster.2
cell_1145	cluster.2	Mix_5	cluster.2
cell_1146	cluster.2	Mix_6	cluster.2
cell_1147	cluster.2	Mix_7	cluster.2
cell_1148	cluster.2	Mix_8	cluster.2
cell_1149	cluster.2	Mix_9	cluster.2
cell_1150	cluster.2	Mix_10	cluster.2
cell_1151	cluster.2	Mix_1	cluster.2
cell_1152	cluster.2	Mix_2	cluster.2
cell_1153	cluster.2	Mix_3	cluster.2
cell_1154	cluster.2	Mix_4	cluster.2
cell_1155	cluster.2	Mix_5	cluster.2
cell_1156	cluster.2	Mix_6	cluster.2
cell_1157	cluster.2	Mix_7	cluster.2
cell_1158	cluster.2	Mix_8	cluster.2
cell_1159	cluster.2	Mix_9	cluster.2
cell_1160	cluster.2	Mix_10	cluster.2
cell_1161	cluster.2	Mix_1	cluster.2
cell_1162	cluster.2	Mix_2	cluster.2
cell_1163	cluster.2	Mix_3	cluster.2
cell_1164	cluster.2	Mix_4	cluster.2
cell_1165	cluster.2	Mix_5	cluster.2
cell_1166	cluster.2	Mix_6	cluster.2
cell_1167	cluster.2	Mix_7	cluster.2
cell_1168	cluster.2	Mix_8	cluster.2
cell_1169	cluster.2	Mix_9	cluster.2
cell_1170	cluster.2	Mix_10	cluster.2
cell_1171	cluster.2	Mix_1	cluster.2
cell_1172	cluster.2	Mix_2	cluster.2
cell_1173	cluster.2	Mix_3	cluster.2
cell_1174	cluster.2	Mix_4	cluster.2
cell_1175	cluster.2	Mix_5	cluster.2
cell_1176	cluster.2	Mix_6	cluster.2
cell_1177	cluster.2	Mix_7	cluster.2
cell_1178	cluster.2	Mix_8	cluster.2
cell_1179	cluster.2	Mix_9	cluster.2
cell_1180	cluster.2	Mix_10	cluster.2
cell_1181	cluster.2	Mix_1	cluster.2
cell_1182	cluster.2	Mix_2	cluster.2
cell_1183	cluster.2	Mix_3	cluster.2
cell_1184	cluster.2	Mix_4	cluster.2
cell_1185	cluster.2	Mix_5	cluster.2
cell_1186	cluster.2	Mix_6	cluster.2
cell_1187	cluster.2	Mix_7	cluster.2
cell_1188	cluster.2	Mix_8	cluster.2
cell_1189	cluster.2	Mix_9	cluster.2
cell_1190	cluster.2	Mix_10	cluster.2
cell_1191	cluster.2	Mix_1	cluster.2
cell_1192	cluster.2	Mix_2	cluster.2
cell_1193	cluster.2	Mix_3	cluster.2
cell_1194	cluster.2	Mix_4	cluster.2
cell_1195	cluster.2	Mix_5	cluster.2
cell_1196	cluster.2	Mix_6	cluster.2
cell_1197	cluster.2	Mix_7	cluster.2
cell_1198	cluster.2	Mix_8	cluster.2
cell_1199	cluster.2	Mix_9	cluster.2
cell_1200	cluster.2	Mix_10	cluster.2
cell_1201	cluster.2	Mix_1	cluster.2
cell_1202	cluster.2	Mix_2	cluster.2
cell_1203	cluster.2	Mix_3	cluster.2
cell_1204	cluster.2	Mix_4	cluster.2
cell_1205	cluster.2	Mix_5	cluster.2
cell_1206	cluster.2	Mix_6	cluster.2
cell_1207	cluster.2	Mix_7	cluster.2
cell_1208	cluster.2	Mix_8	cluster.2
cell_1209	cluster.2	Mix_9	cluster.2
cell_1210	cluster.2	Mix_10	cluster.2
cell_1211	cluster.2	Mix_1	cluster.2
cell_1212	cluster.2	Mix_2	cluster.2
cell_1213	cluster.2	Mix_3	cluster.2
cell_1214	cluster.2	Mix_4	cluster.2
cell_1215	cluster.2	Mix_5	cluster.2
cell_1216	cluster.2	Mix_6	cluster.2
cell_1217	cluster.2	Mix_7	cluster.2
cell_1218	cluster.2	Mix_8	cluster.2
cell_1219	cluster.2	Mix_9	cluster.2
cell_1220	cluster.2	Mix_10	cluster.2
cell_1221	cluster.2	Mix_1	cluster.2
cell_1222	cluster.2	Mix_2	cluster.2
cell_1223	cluster.2	Mix_3	cluster.2
cell_1224	cluster.2	Mix_4	cluster.2
cell_1225	cluster.2	Mix_5	cluster.2
cell_1226	cluster.2	Mix_6	cluster.2
cell_1227	cluster.2	Mix_7	cluster.2
cell_1228	cluster.2	Mix_8	cluster.2
cell_1229	cluster.2	Mix_9	cluster.2
cell_1230	cluster.2	Mix_10	cluster.2
cell_1231	cluster.2	Mix_1	cluster.2
cell_1232	cluster.2	Mix_2	cluster.2
cell_1233	cluster.2	Mix_3	cluster.2
cell_1234	cluster.2	Mix_4	cluster.2
cell_1235	cluster.2	Mix_5	cluster.2
cell_1236	cluster.2	Mix_6	cluster.2
cell_1237	cluster.2	Mix_7	cluster.2
cell_1238	cluster.2	Mix_8	cluster.2
cell_1239	cluster.2	Mix_9	cluster.2
cell_1240	cluster.2	Mix_10	cluster.2
cell_1241	cluster.2	Mix_1	cluster.2
cell_1242	cluster.2	Mix_2	cluster.2
cell_1243	cluster.2	Mix_3	cluster.2
cell_1244	cluster.2	Mix_4	cluster.2
cell_1245	cluster.2	Mix_5	cluster.2
cell_1246	cluster.2	Mix_6	cluster.2
cell_1247	cluster.2	Mix_7	cluster.2
cell_1248	cluster.2	Mix_8	cluster.2
cell_1249	cluster.2	Mix_9	cluster.2
cell_1250	cluster.2	Mix_10	cluster.2
cell_1251	cluster.2	Mix_1	cluster.2
cell_1252	cluster.2	Mix_2	cluster.2
cell_1253	cluster.2	Mix_3	cluster.2
cell_1254	cluster.2	Mix_4	cluster.2
cell_1255	cluster.2	Mix_5	cluster.2
cell_1256	cluster.2	Mix_6	cluster.2
cell_1257	cluster.2	Mix_7	cluster.2
cell_1258	cluster.2	Mix_8	cluster.2
cell_1259	cluster.2	Mix_9	cluster.2
cell_1260	cluster.2	Mix_10	cluster.2
cell_1261	cluster.2	Mix_1	cluster.2
cell_1262	cluster.2	Mix_2	cluster.2
cell_1263	cluster.2	Mix_3	cluster.2
cell_1264	cluster.2	Mix_4	cluster.2
cell_1265	cluster.2	Mix_5	cluster.2
cell_1266	cluster.2	Mix_6	cluster.2
cell_1267	cluster.2	Mix_7	cluster.2
cell_1268	cluster.2	Mix_8	cluster.2
cell_1269	cluster.2	Mix_9	cluster.2
cell_1270	cluster.2	Mix_10	cluster.2
cell_1271	cluster.2	Mix_1	cluster.2
cell_1272	cluster.2	Mix_2	cluster.2
cell_1273	cluster.2	Mix_3	cluster.2
cell_1274	cluster.2	Mix_4	cluster.2
cell_1275	cluster.2	Mix_5	cluster.2
cell_1276	cluster.2	Mix_6	cluster.2
cell_1277	cluster.2	Mix_7	cluster.2
cell_1278	cluster.2	Mix_8	cluster.2
cell_1279	cluster.2	Mix_9	cluster.2
cell_1280	cluster.2	Mix_10	cluster.2
cell_1281	cluster.2	Mix_1	cluster.2
cell_1282	cluster.2	Mix_2	cluster.2
cell_1283	cluster.2	Mix_3	cluster.2
cell_1284	cluster.2	Mix_4	cluster.2
cell_1285	cluster.2	Mix_5	cluster.2
cell_1286	cluster.2	Mix_6	cluster.2
cell_1287	cluster.2	Mix_7	cluster.2
cell_1288	cluster.2	Mix_8	cluster.2
cell_1289	cluster.2	Mix_9	cluster.2
cell_1290	cluster.2	Mix_10	cluster.2
cell_1291	cluster.2	Mix_1	cluster.2
cell_1292	cluster.2	Mix_2	cluster.2
cell_1293	cluster.2	Mix_3	cluster.2
cell_1294	cluster.2	Mix_4	cluster.2
cell_1295	cluster.2	Mix_5	cluster.2
cell_1296	cluster.2	Mix_6	cluster.2
cell_1297	cluster.2	Mix_7	cluster.2
cell_1298	cluster.2	Mix_8	cluster.2
cell_1299	cluster.2	Mix_9	cluster.2
cell_1300	cluster.2	Mix_10	cluster.2
cell_1301	cluster.2	Mix_1	cluster.2
cell_1302	cluster.2	Mix_2	cluster.2
cell_1303	cluster.2	Mix_3	cluster.2
cell_1304	cluster.2	Mix_4	cluster.2
cell_1305	cluster.2	Mix_5	cluster.2
cell_1306	cluster.2	Mix_6	cluster.2
cell_1307	cluster.2	Mix_7	cluster.2
cell_1308	cluster.2	Mix_8	cluster.2
cell_1309	cluster.2	Mix_9	cluster.2
cell_1310	cluster.2	Mix_10	cluster.2
cell_1311	cluster.2	Mix_1	cluster.2
cell_1312	cluster.2	Mix_2	cluster.2
cell_1313	cluster.2	Mix_3	cluster.2
cell_1315	cluster.2	Mix_5	cluster.2
cell_1316	cluster.2	Mix_6	cluster.2
cell_1317	cluster.2	Mix_7	cluster.2
cell_1318	cluster.2	Mix_8	cluster.2
cell_1319	cluster.2	Mix_9	cluster.2
cell_1320	cluster.2	Mix_10	cluster.2
cell_1321	cluster.2	Mix_1	cluster.2
cell_1322	cluster.2	Mix_2	cluster.2
cell_1323	cluster.2	Mix_3	cluster.2
cell_1324	cluster.2	Mix_4	cluster.2
cell_1325	cluster.2	Mix_5	cluster.2
cell_1326	cluster.2	Mix_6	cluster.2
cell_1327	cluster.2	Mix_7	cluster.2
cell_1328	cluster.2	Mix_8	cluster.2
cell_1329	cluster.2	Mix_9	cluster.2
cell_1330	cluster.2	Mix_10	cluster.2
cell_1331	cluster.2	Mix_1	cluster.2
cell_1332	cluster.2	Mix_2	cluster.2
cell_1333	cluster.2	Mix_3	cluster.2
cell_1334	cluster.2	Mix_4	cluster.2
cell_1335	cluster.2	Mix_5	cluster.2
cell_1336	cluster.2	Mix_6	cluster.2
cell_1337	cluster.2	Mix_7	cluster.2
cell_1338	cluster.2	Mix_8	cluster.2
cell_1339	cluster.2	Mix_9	cluster.2
cell_1340	cluster.2	Mix_10	cluster.2
cell_1341	cluster.2	Mix_1	cluster.2
cell_1342	cluster.2	Mix_2	cluster.2
cell_1343	cluster.2	Mix_3	cluster.2
cell_1344	cluster.2	Mix_4	cluster.2
cell_1345	cluster.2	Mix_5	cluster.2
cell_1346	cluster.2	Mix_6	cluster.2
cell_1347	cluster.2	Mix_7	cluster.2
cell_1348	cluster.2	Mix_8	cluster.2
cell_1349	cluster.2	Mix_9	cluster.2
cell_1350	cluster.2	Mix_10	cluster.2
cell_1351	cluster.2	Mix_1	cluster.2
cell_1352	cluster.2	Mix_2	cluster.2
cell_1353	cluster.2	Mix_3	cluster.2
cell_1354	cluster.2	Mix_4	cluster.2
cell_1355	cluster.2	Mix_5	cluster.2
cell_1356	cluster.2	Mix_6	cluster.2
cell_1357	cluster.2	Mix_7	cluster.2
cell_1358	cluster.2	Mix_8	cluster.2
cell_1359	cluster.2	Mix_9	cluster.2
cell_1360	cluster.2	Mix_10	cluster.2
cell_1361	cluster.2	Mix_1	cluster.2
cell_1362	cluster.2	Mix_2	cluster.2
cell_1363	cluster.2	Mix_3	cluster.2
cell_1364	cluster.2	Mix_4	cluster.2
cell_1365	cluster.2	Mix_5	cluster.2
cell_1366	cluster.2	Mix_6	cluster.2
cell_1367	cluster.2	Mix_7	cluster.2
cell_1368	cluster.2	Mix_8	cluster.2
cell_1369	cluster.2	Mix_9	cluster.2
cell_1370	cluster.2	Mix_10	cluster.2
cell_1371	cluster.2	Mix_1	cluster.2
cell_1372	cluster.2	Mix_2	cluster.2
cell_1373	cluster.2	Mix_3	cluster.2
cell_1374	cluster.2	Mix_4	cluster.2
cell_1375	cluster.2	Mix_5	cluster.2
cell_1376	cluster.2	Mix_6	cluster.2
cell_1377	cluster.2	Mix_7	cluster.2
cell_1378	cluster.2	Mix_8	cluster.2
cell_1379	cluster.2	Mix_9	cluster.2
cell_1380	cluster.2	Mix_10	cluster.2
cell_1381	cluster.2	Mix_1	cluster.2
cell_1382	cluster.2	Mix_2	cluster.2
cell_1383	cluster.2	Mix_3	cluster.2
cell_1384	cluster.2	Mix_4	cluster.2
cell_1385	cluster.2	Mix_5	cluster.2
cell_1386	cluster.2	Mix_6	cluster.2
cell_1387	cluster.2	Mix_7	cluster.2
cell_1388	cluster.2	Mix_8	cluster.2
cell_1389	cluster.2	Mix_9	cluster.2
cell_1390	cluster.2	Mix_10	cluster.2
cell_1391	cluster.2	Mix_1	cluster.2
cell_1392	cluster.2	Mix_2	cluster.2
cell_1393	cluster.2	Mix_3	cluster.2
cell_1394	cluster.2	Mix_4	cluster.2
cell_1395	cluster.2	Mix_5	cluster.2
cell_1396	cluster.2	Mix_6	cluster.2
cell_1397	cluster.2	Mix_7	cluster.2
cell_1398	cluster.2	Mix_8	cluster.2
cell_1399	cluster.2	Mix_9	cluster.2
cell_1400	cluster.2	Mix_10	cluster.2
cell_1401	cluster.2	Mix_1	cluster.2
cell_1402	cluster.2	Mix_2	cluster.2
cell_1403	cluster.2	Mix_3	cluster.2
cell_1404	cluster.2	Mix_4	cluster.2
cell_1405	cluster.2	Mix_5	cluster.2
cell_1406	cluster.2	Mix_6	cluster.2
cell_1407	cluster.2	Mix_7	cluster.2
cell_1408	cluster.2	Mix_8	cluster.2
cell_1409	cluster.2	Mix_9	cluster.2
cell_1410	cluster.2	Mix_10	cluster.2
cell_1411	cluster.2	Mix_1	cluster.2
cell_1412	cluster.2	Mix_2	cluster.2
cell_1413	cluster.2	Mix_3	cluster.2
cell_1414	cluster.2	Mix_4	cluster.2
cell_1415	cluster.2	Mix_5	cluster.2
cell_1416	cluster.2	Mix_6	cluster.2
cell_1417	cluster.2	Mix_7	cluster.2
cell_1418	cluster.2	Mix_8	cluster.2
cell_1419	cluster.2	Mix_9	cluster.2
cell_1420	cluster.2	Mix_10	cluster.2
cell_1421	cluster.2	Mix_1	cluster.2
cell_1422	cluster.2	Mix_2	cluster.2
cell_1423	cluster.2	Mix_3	cluster.2
cell_1424	cluster.2	Mix_4	cluster.2
cell_1425	cluster.2	Mix_5	cluster.2
cell_1426	cluster.2	Mix_6	cluster.2
cell_1427	cluster.2	Mix_7	cluster.2
cell_1428	cluster.2	Mix_8	cluster.2
cell_1429	cluster.2	Mix_9	cluster.2
cell_1430	cluster.2	Mix_10	cluster.2
cell_1431	cluster.2	Mix_1	cluster.2
cell_1432	cluster.2	Mix_2	cluster.2
cell_1433	cluster.2	Mix_3	cluster.2
cell_1434	cluster.2	Mix_4	cluster.2
cell_1435	cluster.2	Mix_5	cluster.2
cell_1436	cluster.2	Mix_6	cluster.2
cell_1437	cluster.2	Mix_7	cluster.2
cell_1438	cluster.2	Mix_8	cluster.2
cell_1439	cluster.2	Mix_9	cluster.2
cell_1440	cluster.2	Mix_10	cluster.2
cell_1441	cluster.2	Mix_1	cluster.2
cell_1442	cluster.2	Mix_2	cluster.2
cell_1443	cluster.2	Mix_3	cluster.2
cell_1444	cluster.2	Mix_4	cluster.2
cell_1445	cluster.2	Mix_5	cluster.2
cell_1446	cluster.2	Mix_6	cluster.2
cell_1447	cluster.2	Mix_7	cluster.2
cell_1448	cluster.2	Mix_8	cluster.2
cell_1449	cluster.2	Mix_9	cluster.2
cell_1450	cluster.2	Mix_10	cluster.2
cell_1451	cluster.2	Mix_1	cluster.2
cell_1452	cluster.2	Mix_2	cluster.2
cell_1453	cluster.2	Mix_3	cluster.2
cell_1454	cluster.2	Mix_4	cluster.2
cell_1455	cluster.2	Mix_5	cluster.2
cell_1456	cluster.2	Mix_6	cluster.2
cell_1457	cluster.2	Mix_7	cluster.2
cell_1458	cluster.2	Mix_8	cluster.2
cell_1459	cluster.2	Mix_9	cluster.2
cell_1460	cluster.2	Mix_10	cluster.2
cell_1461	cluster.2	Mix_1	cluster.2
cell_1462	cluster.2	Mix_2	cluster.2
cell_1463	cluster.2	Mix_3	cluster.2
cell_1464	cluster.2	Mix_4	cluster.2
cell_1465	cluster.2	Mix_5	cluster.2
cell_1466	cluster.2	Mix_6	cluster.2
cell_1467	cluster.2	Mix_7	cluster.2
cell_1468	cluster.2	Mix_8	cluster.2
cell_1469	cluster.2	Mix_9	cluster.2
cell_1470	cluster.2	Mix_10	cluster.2
cell_1471	cluster.2	Mix_1	cluster.2
cell_1472	cluster.2	Mix_2	cluster.2
cell_1473	cluster.2	Mix_3	cluster.2
cell_1474	cluster.2	Mix_4	cluster.2
cell_1475	cluster.2	Mix_5	cluster.2
cell_1476	cluster.2	Mix_6	cluster.2
cell_1477	cluster.2	Mix_7	cluster.2
cell_1478	cluster.2	Mix_8	cluster.2
cell_1479	cluster.2	Mix_9	cluster.2
cell_1480	cluster.2	Mix_10	cluster.2
cell_1481	cluster.2	Mix_1	cluster.2
cell_1482	cluster.2	Mix_2	cluster.2
cell_1483	cluster.2	Mix_3	cluster.2
cell_1484	cluster.2	Mix_4	cluster.2
cell_1485	cluster.2	Mix_5	cluster.2
cell_1486	cluster.2	Mix_6	cluster.2
cell_1487	cluster.2	Mix_7	cluster.2
cell_1488	cluster.2	Mix_8	cluster.2
cell_1489	cluster.2	Mix_9	cluster.2
cell_1490	cluster.2	Mix_10	cluster.2
cell_1491	cluster.2	Mix_1	cluster.2
cell_1492	cluster.2	Mix_2	cluster.2
cell_1493	cluster.2	Mix_3	cluster.2
cell_1494	cluster.2	Mix_4	cluster.2
cell_1495	cluster.2	Mix_5	cluster.2
cell_1496	cluster.2	Mix_6	cluster.2
cell_1497	cluster.2	Mix_7	cluster.2
cell_1498	cluster.2	Mix_8	cluster.2
cell_1499	cluster.2	Mix_9	cluster.2
cell_1500	cluster.2	Mix_10	cluster.2
cell_1501	cluster.2	Mix_1	cluster.2
cell_1502	cluster.2	Mix_2	cluster.2
cell_1503	cluster.2	Mix_3	cluster.2
cell_1504	cluster.2	Mix_4	cluster.2
cell_1505	cluster.2	Mix_5	cluster.2
cell_1506	cluster.2	Mix_6	cluster.2
cell_1507	cluster.2	Mix_7	cluster.2
cell_1508	cluster.2	Mix_8	cluster.2
cell_1509	cluster.2	Mix_9	cluster.2
cell_1510	cluster.2	Mix_10	cluster.2
cell_1511	cluster.2	Mix_1	cluster.2
cell_1512	cluster.2	Mix_2	cluster.2
cell_1513	cluster.2	Mix_3	cluster.2
cell_1514	cluster.2	Mix_4	cluster.2
cell_1515	cluster.2	Mix_5	cluster.2
cell_1516	cluster.2	Mix_6	cluster.2
cell_1517	cluster.2	Mix_7	cluster.2
cell_1518	cluster.2	Mix_8	cluster.2
cell_1519	cluster.2	Mix_9	cluster.2
cell_1520	cluster.2	Mix_10	cluster.2
cell_1521	cluster.2	Mix_1	cluster.2
cell_1522	cluster.2	Mix_2	cluster.2
cell_1523	cluster.2	Mix_3	cluster.2
cell_1524	cluster.2	Mix_4	cluster.2
cell_1525	cluster.2	Mix_5	cluster.2
cell_1526	cluster.2	Mix_6	cluster.2
cell_1527	cluster.2	Mix_7	cluster.2
cell_1528	cluster.2	Mix_8	cluster.2
cell_1529	cluster.2	Mix_9	cluster.2
cell_1530	cluster.2	Mix_10	cluster.2
cell_1531	cluster.2	Mix_1	cluster.2
cell_1532	cluster.2	Mix_2	cluster.2
cell_1533	cluster.2	Mix_3	cluster.2
cell_1534	cluster.2	Mix_4	cluster.2
cell_1535	cluster.2	Mix_5	cluster.2
cell_1536	cluster.2	Mix_6	cluster.2
cell_1537	cluster.2	Mix_7	cluster.2
cell_1538	cluster.2	Mix_8	cluster.2
cell_1539	cluster.2	Mix_9	cluster.2
cell_1540	cluster.2	Mix_10	cluster.2
cell_1541	cluster.2	Mix_1	cluster.2
cell_1542	cluster.2	Mix_2	cluster.2
cell_1543	cluster.2	Mix_3	cluster.2
cell_1544	cluster.2	Mix_4	cluster.2
cell_1545	cluster.2	Mix_5	cluster.2
cell_1546	cluster.2	Mix_6	cluster.2
cell_1547	cluster.2	Mix_7	cluster.2
cell_1548	cluster.2	Mix_8	cluster.2
cell_1549	cluster.2	Mix_9	cluster.2
cell_1550	cluster.2	Mix_10	cluster.2
cell_1551	cluster.2	Mix_1	cluster.2
cell_1552	cluster.2	Mix_2	cluster.2
cell_1553	cluster.2	Mix_3	cluster.2
cell_1554	cluster.2	Mix_4	cluster.2
cell_1555	cluster.2	Mix_5	cluster.2
cell_1556	cluster.2	Mix_6	cluster.2
cell_1557	cluster.2	Mix_7	cluster.2
cell_1558	cluster.2	Mix_8	cluster.2
cell_1559	cluster.2	Mix_9	cluster.2
cell_1560	cluster.2	Mix_10	cluster.2
cell_1561	cluster.2	Mix_1	cluster.2
cell_1562	cluster.2	Mix_2	cluster.2
cell_1563	cluster.2	Mix_3	cluster.2
cell_1564	cluster.2	Mix_4	cluster.2
cell_1565	cluster.2	Mix_5	cluster.2
cell_1566	cluster.2	Mix_6	cluster.2
cell_1567	cluster.2	Mix_7	cluster.2
cell_1568	cluster.2	Mix_8	cluster.2
cell_1569	cluster.2	Mix_9	cluster.2
cell_1570	cluster.2	Mix_10	cluster.2
cell_1571	cluster.2	Mix_1	cluster.2
cell_1572	cluster.2	Mix_2	cluster.2
cell_1573	cluster.2	Mix_3	cluster.2
cell_1574	cluster.2	Mix_4	cluster.2
cell_1575	cluster.2	Mix_5	cluster.2
cell_1576	cluster.2	Mix_6	cluster.2
cell_1577	cluster.2	Mix_7	cluster.2
cell_1578	cluster.2	Mix_8	cluster.2
cell_1579	cluster.2	Mix_9	cluster.2
cell_1580	cluster.2	Mix_10	cluster.2
cell_1581	cluster.2	Mix_1	cluster.2
cell_1582	cluster.2	Mix_2	cluster.2
cell_1583	cluster.2	Mix_3	cluster.2
cell_1584	cluster.2	Mix_4	cluster.2
cell_1585	cluster.2	Mix_5	cluster.2
cell_1586	cluster.2	Mix_6	cluster.2
cell_1587	cluster.2	Mix_7	cluster.2
cell_1588	cluster.2	Mix_8	cluster.2
cell_1589	cluster.2	Mix_9	cluster.2
cell_1590	cluster.2	Mix_10	cluster.2
cell_1591	cluster.2	Mix_1	cluster.2
cell_1592	cluster.2	Mix_2	cluster.2
cell_1593	cluster.2	Mix_3	cluster.2
cell_1594	cluster.2	Mix_4	cluster.2
cell_1595	cluster.2	Mix_5	cluster.2
cell_1596	cluster.2	Mix_6	cluster.2
cell_1597	cluster.2	Mix_7	cluster.2
cell_1598	cluster.2	Mix_8	cluster.2
cell_1599	cluster.2	Mix_9	cluster.2
cell_1600	cluster.2	Mix_10	cluster.2
cell_1602	cluster.2	Mix_2	cluster.2
cell_1603	cluster.2	Mix_3	cluster.2
cell_1604	cluster.2	Mix_4	cluster.2
cell_1605	cluster.2	Mix_5	cluster.2
cell_1606	cluster.2	Mix_6	cluster.2
cell_1607	cluster.2	Mix_7	cluster.2
cell_1608	cluster.2	Mix_8	cluster.2
cell_1609	cluster.2	Mix_9	cluster.2
cell_1610	cluster.2	Mix_10	cluster.2
cell_1611	cluster.2	Mix_1	cluster.2
cell_1612	cluster.2	Mix_2	cluster.2
cell_1613	cluster.2	Mix_3	cluster.2
cell_1614	cluster.2	Mix_4	cluster.2
cell_1615	cluster.2	Mix_5	cluster.2
cell_1616	cluster.2	Mix_6	cluster.2
cell_1617	cluster.2	Mix_7	cluster.2
cell_1618	cluster.2	Mix_8	cluster.2
cell_1619	cluster.2	Mix_9	cluster.2
cell_1620	cluster.2	Mix_10	cluster.2
cell_1621	cluster.2	Mix_1	cluster.2
cell_1622	cluster.2	Mix_2	cluster.2
cell_1623	cluster.2	Mix_3	cluster.2
cell_1624	cluster.2	Mix_4	cluster.2
cell_1625	cluster.2	Mix_5	cluster.2
cell_1626	cluster.2	Mix_6	cluster.2
cell_1627	cluster.2	Mix_7	cluster.2
cell_1628	cluster.2	Mix_8	cluster.2
cell_1629	cluster.2	Mix_9	cluster.2
cell_1630	cluster.2	Mix_10	cluster.2
cell_1631	cluster.2	Mix_1	cluster.2
cell_1632	cluster.2	Mix_2	cluster.2
cell_1633	cluster.2	Mix_3	cluster.2
cell_1634	cluster.2	Mix_4	cluster.2
cell_1635	cluster.2	Mix_5	cluster.2
cell_1636	cluster.2	Mix_6	cluster.2
cell_1637	cluster.2	Mix_7	cluster.2
cell_1638	cluster.2	Mix_8	cluster.2
cell_1639	cluster.2	Mix_9	cluster.2
cell_1640	cluster.2	Mix_10	cluster.2
cell_1641	cluster.2	Mix_1	cluster.2
cell_1642	cluster.2	Mix_2	cluster.2
cell_1643	cluster.2	Mix_3	cluster.2
cell_1644	cluster.2	Mix_4	cluster.2
cell_1645	cluster.2	Mix_5	cluster.2
cell_1646	cluster.2	Mix_6	cluster.2
cell_1647	cluster.2	Mix_7	cluster.2
cell_1648	cluster.2	Mix_8	cluster.2
cell_1649	cluster.2	Mix_9	cluster.2
cell_1650	cluster.2	Mix_10	cluster.2
cell_1651	cluster.2	Mix_1	cluster.2
cell_1652	cluster.2	Mix_2	cluster.2
cell_1653	cluster.2	Mix_3	cluster.2
cell_1654	cluster.2	Mix_4	cluster.2
cell_1655	cluster.2	Mix_5	cluster.2
cell_1656	cluster.2	Mix_6	cluster.2
cell_1657	cluster.2	Mix_7	cluster.2
cell_1658	cluster.2	Mix_8	cluster.2
cell_1659	cluster.2	Mix_9	cluster.2
cell_1660	cluster.2	Mix_10	cluster.2
cell_1661	cluster.2	Mix_1	cluster.2
